Date,open,high,low,close,adjClose,volume,symbol
1514764800,156.669998,158.059998,156.550003,158.009995,145.797012,1897600.0,DE
1514851200,156.669998,158.059998,156.550003,158.009995,145.797012,1897600.0,DE
1514937600,157.889999,159.100006,157.639999,158.729996,146.461349,1392300.0,DE
1515024000,159.199997,160.100006,157.350006,159.639999,147.30101,1747000.0,DE
1515110400,159.800003,160.470001,156.589996,160.320007,147.928467,1574400.0,DE
1515196800,159.800003,160.470001,156.589996,160.320007,147.928467,1574400.0,DE
1515283200,159.800003,160.470001,156.589996,160.320007,147.928467,1574400.0,DE
1515369600,160.050003,161.179993,158.899994,161.110001,148.657425,2711800.0,DE
1515456000,162.009995,165.979996,161.520004,165.600006,152.800339,4345200.0,DE
1515542400,166.740005,168.440002,164.100006,164.940002,152.191376,5473700.0,DE
1515628800,165.130005,167.550003,163.770004,167.460007,154.516602,1958200.0,DE
1515715200,168.449997,170.729996,167.960007,169.300003,156.214371,2316500.0,DE
1515801600,168.449997,170.729996,167.960007,169.300003,156.214371,2316500.0,DE
1515888000,168.449997,170.729996,167.960007,169.300003,156.214371,2316500.0,DE
1515974400,168.449997,170.729996,167.960007,169.300003,156.214371,2316500.0,DE
1516060800,170.149994,170.610001,166.360001,167.539993,154.590408,2046100.0,DE
1516147200,168.600006,168.639999,166.389999,167.429993,154.488922,1960400.0,DE
1516233600,166.960007,168.449997,166.259995,167.899994,154.922592,2185900.0,DE
1516320000,168.529999,170.320007,168.089996,170.320007,157.155548,1613900.0,DE
1516406400,168.529999,170.320007,168.089996,170.320007,157.155548,1613900.0,DE
1516492800,168.529999,170.320007,168.089996,170.320007,157.155548,1613900.0,DE
1516579200,170.0,170.399994,168.720001,170.380005,157.210922,1401000.0,DE
1516665600,169.899994,170.089996,168.429993,168.660004,155.623856,1365000.0,DE
1516752000,169.710007,170.429993,168.059998,169.600006,156.491165,1448700.0,DE
1516838400,171.0,171.399994,166.910004,169.130005,156.057541,1651300.0,DE
1516924800,169.5,171.960007,169.139999,171.490005,158.235092,1554500.0,DE
1517011200,169.5,171.960007,169.139999,171.490005,158.235092,1554500.0,DE
1517097600,169.5,171.960007,169.139999,171.490005,158.235092,1554500.0,DE
1517184000,171.490005,171.949997,168.759995,169.179993,156.103638,1487600.0,DE
1517270400,167.75,169.399994,166.820007,168.509995,155.485397,1712700.0,DE
1517356800,169.419998,170.580002,166.160004,166.419998,153.556992,1969800.0,DE
1517443200,165.990005,168.389999,164.259995,167.850006,154.87645,1721300.0,DE
1517529600,166.660004,167.929993,164.720001,164.960007,152.209808,2568700.0,DE
1517616000,166.660004,167.929993,164.720001,164.960007,152.209808,2568700.0,DE
1517702400,166.660004,167.929993,164.720001,164.960007,152.209808,2568700.0,DE
1517788800,163.100006,166.059998,156.970001,157.020004,144.883545,3549600.0,DE
1517875200,153.949997,162.259995,151.449997,161.880005,149.36792,3377400.0,DE
1517961600,161.169998,164.160004,160.910004,161.440002,148.961868,2378800.0,DE
1518048000,161.199997,161.220001,153.610001,153.660004,141.783264,3051300.0,DE
1518134400,155.410004,157.149994,148.600006,154.929993,142.955032,3895300.0,DE
1518220800,155.410004,157.149994,148.600006,154.929993,142.955032,3895300.0,DE
1518307200,155.410004,157.149994,148.600006,154.929993,142.955032,3895300.0,DE
1518393600,156.740005,160.360001,155.910004,159.210007,146.904282,2343100.0,DE
1518480000,158.020004,161.610001,157.559998,161.300003,148.832703,1795900.0,DE
1518566400,159.960007,164.880005,159.759995,163.279999,150.659698,2854000.0,DE
1518652800,165.0,167.419998,162.990005,166.809998,153.916824,3026200.0,DE
1518739200,165.759995,175.259995,162.009995,169.440002,156.343521,6626900.0,DE
1518825600,165.759995,175.259995,162.009995,169.440002,156.343521,6626900.0,DE
1518912000,165.759995,175.259995,162.009995,169.440002,156.343521,6626900.0,DE
1518998400,165.759995,175.259995,162.009995,169.440002,156.343521,6626900.0,DE
1519084800,169.039993,169.960007,163.649994,164.770004,152.034515,3750400.0,DE
1519171200,164.800003,166.779999,161.970001,162.089996,149.56163,2753300.0,DE
1519257600,163.0,165.800003,162.759995,164.160004,151.471664,1908800.0,DE
1519344000,165.020004,166.259995,162.869995,166.240005,153.390869,2038800.0,DE
1519430400,165.020004,166.259995,162.869995,166.240005,153.390869,2038800.0,DE
1519516800,165.020004,166.259995,162.869995,166.240005,153.390869,2038800.0,DE
1519603200,167.050003,168.309998,165.630005,167.460007,154.516602,1770000.0,DE
1519689600,167.529999,167.529999,163.580002,163.580002,150.936478,2281800.0,DE
1519776000,163.919998,164.919998,160.869995,160.869995,148.435959,2781400.0,DE
1519862400,160.75,162.850006,155.740005,156.809998,144.689758,3697000.0,DE
1519948800,155.550003,156.259995,151.779999,153.309998,141.460251,4169500.0,DE
1520035200,155.550003,156.259995,151.779999,153.309998,141.460251,4169500.0,DE
1520121600,155.550003,156.259995,151.779999,153.309998,141.460251,4169500.0,DE
1520208000,152.539993,158.240005,151.039993,157.539993,145.363312,3093400.0,DE
1520294400,158.600006,159.570007,157.460007,158.509995,146.258362,2394000.0,DE
1520380800,156.039993,158.320007,154.979996,157.899994,145.695496,2589100.0,DE
1520467200,157.690002,161.350006,155.720001,161.059998,148.611267,3508000.0,DE
1520553600,162.0,168.009995,161.729996,167.929993,154.950241,3828000.0,DE
1520640000,162.0,168.009995,161.729996,167.929993,154.950241,3828000.0,DE
1520726400,162.0,168.009995,161.729996,167.929993,154.950241,3828000.0,DE
1520812800,167.960007,168.050003,162.800003,164.029999,151.3517,2260900.0,DE
1520899200,164.960007,166.309998,160.669998,161.320007,148.851181,2732300.0,DE
1520985600,162.419998,162.5,158.899994,160.210007,147.826981,2243000.0,DE
1521072000,160.919998,161.679993,159.149994,159.600006,147.264099,1320700.0,DE
1521158400,159.720001,163.979996,159.369995,163.880005,151.213318,3818700.0,DE
1521244800,159.720001,163.979996,159.369995,163.880005,151.213318,3818700.0,DE
1521331200,159.720001,163.979996,159.369995,163.880005,151.213318,3818700.0,DE
1521417600,162.649994,162.929993,157.830002,159.529999,147.199539,2798600.0,DE
1521504000,160.199997,162.050003,159.179993,159.990005,147.623978,1499400.0,DE
1521590400,158.889999,160.440002,155.729996,158.050003,145.833939,2901100.0,DE
1521676800,153.740005,156.369995,151.210007,151.580002,139.864014,3768800.0,DE
1521763200,151.759995,153.729996,147.600006,148.0,136.560699,2940600.0,DE
1521849600,151.759995,153.729996,147.600006,148.0,136.560699,2940600.0,DE
1521936000,151.759995,153.729996,147.600006,148.0,136.560699,2940600.0,DE
1522022400,151.389999,153.679993,148.899994,153.339996,141.48793,2463800.0,DE
1522108800,154.240005,156.990005,150.899994,152.160004,140.3992,2691400.0,DE
1522195200,151.479996,153.630005,148.789993,151.479996,140.325043,2655000.0,DE
1522281600,152.399994,155.830002,151.520004,155.320007,143.882278,3526700.0,DE
1522368000,152.399994,155.830002,151.520004,155.320007,143.882278,3526700.0,DE
1522454400,152.399994,155.830002,151.520004,155.320007,143.882278,3526700.0,DE
1522540800,152.399994,155.830002,151.520004,155.320007,143.882278,3526700.0,DE
1522627200,154.380005,154.880005,149.289993,151.820007,140.64003,2150600.0,DE
1522713600,152.690002,153.210007,149.759995,153.039993,141.770172,1957400.0,DE
1522800000,145.320007,149.160004,143.570007,148.570007,137.629349,4478100.0,DE
1522886400,149.919998,153.229996,149.309998,151.339996,140.195389,2963400.0,DE
1522972800,149.330002,149.800003,143.029999,145.389999,134.683548,3294000.0,DE
1523059200,149.330002,149.800003,143.029999,145.389999,134.683548,3294000.0,DE
1523145600,149.330002,149.800003,143.029999,145.389999,134.683548,3294000.0,DE
1523232000,146.669998,147.440002,142.729996,142.960007,132.432449,3629600.0,DE
1523318400,146.050003,149.490005,145.440002,148.009995,137.11055,2597400.0,DE
1523404800,145.270004,146.179993,144.25,144.410004,133.775696,2309000.0,DE
1523491200,145.649994,151.179993,145.649994,150.259995,139.194916,3258100.0,DE
1523577600,151.710007,152.0,148.979996,149.979996,138.935516,2634900.0,DE
1523664000,151.710007,152.0,148.979996,149.979996,138.935516,2634900.0,DE
1523750400,151.710007,152.0,148.979996,149.979996,138.935516,2634900.0,DE
1523836800,151.169998,151.279999,148.289993,148.979996,138.009155,2608100.0,DE
1523923200,150.690002,152.149994,149.149994,149.149994,138.166626,1957800.0,DE
1524009600,150.589996,151.710007,149.410004,149.770004,138.740952,2022000.0,DE
1524096000,149.830002,150.520004,146.5,148.100006,137.19397,2290300.0,DE
1524182400,148.330002,149.869995,146.300003,146.960007,136.137909,1896700.0,DE
1524268800,148.330002,149.869995,146.300003,146.960007,136.137909,1896700.0,DE
1524355200,148.330002,149.869995,146.300003,146.960007,136.137909,1896700.0,DE
1524441600,147.25,147.820007,145.320007,146.039993,135.285645,1245200.0,DE
1524528000,148.309998,149.149994,137.410004,138.110001,127.93959,5467900.0,DE
1524614400,138.070007,139.899994,136.100006,138.0,127.8377,3067300.0,DE
1524700800,138.050003,138.240005,133.699997,136.330002,126.290726,4071600.0,DE
1524787200,136.699997,139.929993,136.330002,137.559998,127.430061,2602000.0,DE
1524873600,136.699997,139.929993,136.330002,137.559998,127.430061,2602000.0,DE
1524960000,136.699997,139.929993,136.330002,137.559998,127.430061,2602000.0,DE
1525046400,137.740005,138.440002,135.220001,135.330002,125.364342,2533400.0,DE
1525132800,134.759995,136.220001,132.179993,135.369995,125.401405,2378800.0,DE
1525219200,135.410004,137.880005,134.589996,134.75,124.827049,2585000.0,DE
1525305600,136.0,137.419998,131.259995,136.869995,126.790909,3716900.0,DE
1525392000,136.119995,138.25,135.149994,137.300003,127.189255,1934700.0,DE
1525478400,136.119995,138.25,135.149994,137.300003,127.189255,1934700.0,DE
1525564800,136.119995,138.25,135.149994,137.300003,127.189255,1934700.0,DE
1525651200,140.0,141.770004,139.270004,140.220001,129.894226,1840900.0,DE
1525737600,140.649994,142.699997,140.220001,142.070007,131.608017,2189300.0,DE
1525824000,143.210007,145.529999,142.089996,145.160004,134.47049,2332600.0,DE
1525910400,145.470001,147.5,144.550003,146.610001,135.813705,2413800.0,DE
1525996800,146.809998,149.0,146.149994,147.320007,136.47142,2487000.0,DE
