Date,open,high,low,close,adjClose,volume,symbol
1514764800,34.516129,34.648956,34.383301,34.573055,28.55978,17059833.0,PFE
1514851200,34.516129,34.648956,34.383301,34.573055,28.55978,17059833.0,PFE
1514937600,34.582542,34.886147,34.373814,34.829224,28.771395,14183151.0,PFE
1515024000,34.829224,35.028461,34.724857,34.905125,28.834091,13046517.0,PFE
1515110400,34.933586,34.990513,34.734344,34.971539,28.888945,13167517.0,PFE
1515196800,34.933586,34.990513,34.734344,34.971539,28.888945,13167517.0,PFE
1515283200,34.933586,34.990513,34.734344,34.971539,28.888945,13167517.0,PFE
1515369600,34.838711,34.914612,34.468693,34.582542,28.567614,19964341.0,PFE
1515456000,34.573055,34.76281,34.497154,34.544594,28.536272,16876226.0,PFE
1515542400,34.478176,34.734344,34.449715,34.601517,28.58329,18755825.0,PFE
1515628800,34.76281,34.819733,34.554081,34.686909,28.653826,15102555.0,PFE
1515715200,34.753323,34.914612,34.59203,34.667931,28.638155,20240700.0,PFE
1515801600,34.753323,34.914612,34.59203,34.667931,28.638155,20240700.0,PFE
1515888000,34.753323,34.914612,34.59203,34.667931,28.638155,20240700.0,PFE
1515974400,34.753323,34.914612,34.59203,34.667931,28.638155,20240700.0,PFE
1516060800,34.696396,35.085388,34.601517,34.724857,28.685183,30536699.0,PFE
1516147200,34.933586,35.455406,34.886147,35.275143,29.139751,25332363.0,PFE
1516233600,35.265656,35.265656,34.819733,35.094875,28.990835,19946528.0,PFE
1516320000,35.28463,35.370018,34.629982,35.04744,28.951654,31133684.0,PFE
1516406400,35.28463,35.370018,34.629982,35.04744,28.951654,31133684.0,PFE
1516492800,35.28463,35.370018,34.629982,35.04744,28.951654,31133684.0,PFE
1516579200,35.0,35.170776,34.848198,35.037952,28.943823,21380495.0,PFE
1516665600,34.933586,35.180267,34.667931,34.933586,28.857605,18527212.0,PFE
1516752000,35.094875,35.170776,34.848198,35.037952,28.943823,18673191.0,PFE
1516838400,35.075901,35.426945,35.009487,35.322582,29.178936,18988232.0,PFE
1516924800,35.388992,37.087288,35.388992,37.011387,30.574009,51441419.0,PFE
1517011200,35.388992,37.087288,35.388992,37.011387,30.574009,51441419.0,PFE
1517097600,35.388992,37.087288,35.388992,37.011387,30.574009,51441419.0,PFE
1517184000,37.0019,37.409866,36.78368,37.020874,30.581842,36779014.0,PFE
1517270400,36.252373,36.764706,35.436432,35.863377,29.625669,48483684.0,PFE
1517356800,35.97723,36.043644,34.943073,35.142315,29.030029,35859926.0,PFE
1517443200,34.734344,35.483871,34.734344,34.943073,29.132856,29697926.0,PFE
1517529600,34.724857,35.341557,34.639469,34.734344,28.958838,25588907.0,PFE
1517616000,34.724857,35.341557,34.639469,34.734344,28.958838,25588907.0,PFE
1517702400,34.724857,35.341557,34.639469,34.734344,28.958838,25588907.0,PFE
1517788800,34.611008,34.819733,32.258064,32.893738,27.424284,42463657.0,PFE
1517875200,32.409866,33.662239,32.258064,33.472485,27.90679,56035067.0,PFE
1517961600,33.33017,33.823528,33.178368,33.187855,27.669491,30955980.0,PFE
1518048000,33.206833,33.368122,31.878557,31.907021,26.601629,45850792.0,PFE
1518134400,32.438332,32.666035,31.49905,32.409866,27.020864,49851776.0,PFE
1518220800,32.438332,32.666035,31.49905,32.409866,27.020864,49851776.0,PFE
1518307200,32.438332,32.666035,31.49905,32.409866,27.020864,49851776.0,PFE
1518393600,32.685009,33.083492,32.28653,32.884251,27.41637,38743670.0,PFE
1518480000,32.798862,33.235294,32.64706,33.149906,27.637852,21559570.0,PFE
1518566400,32.922199,33.529411,32.789375,33.387096,27.835604,24494749.0,PFE
1518652800,33.557877,33.899429,33.28273,33.880455,28.246931,22588379.0,PFE
1518739200,33.927895,34.781784,33.851994,34.402279,28.681982,27659595.0,PFE
1518825600,33.927895,34.781784,33.851994,34.402279,28.681982,27659595.0,PFE
1518912000,33.927895,34.781784,33.851994,34.402279,28.681982,27659595.0,PFE
1518998400,33.927895,34.781784,33.851994,34.402279,28.681982,27659595.0,PFE
1519084800,34.174572,34.620495,34.041744,34.165085,28.484232,27202370.0,PFE
1519171200,34.127136,34.71537,33.899429,33.927895,28.286486,25872327.0,PFE
1519257600,34.032257,34.297913,33.78558,33.908916,28.270655,23983454.0,PFE
1519344000,34.089184,34.440228,33.994308,34.402279,28.681982,17940029.0,PFE
1519430400,34.089184,34.440228,33.994308,34.402279,28.681982,17940029.0,PFE
1519516800,34.089184,34.440228,33.994308,34.402279,28.681982,17940029.0,PFE
1519603200,34.43074,35.303604,34.354839,35.189754,29.338528,25407302.0,PFE
1519689600,35.170776,35.332069,34.857685,34.914612,29.109127,23543093.0,PFE
1519776000,35.132828,35.370018,34.449715,34.449715,28.721531,28360927.0,PFE
1519862400,34.269451,34.411766,33.396584,33.804554,28.183647,30282896.0,PFE
1519948800,33.728653,34.222012,33.586338,34.108158,28.436773,22271336.0,PFE
1520035200,33.728653,34.222012,33.586338,34.108158,28.436773,22271336.0,PFE
1520121600,33.728653,34.222012,33.586338,34.108158,28.436773,22271336.0,PFE
1520208000,33.984821,34.421253,33.937382,34.269451,28.571243,22319609.0,PFE
1520294400,34.383301,34.383301,33.918407,34.041744,28.381401,18003479.0,PFE
1520380800,33.776093,34.231499,33.728653,34.089184,28.420948,23440328.0,PFE
1520467200,34.146111,34.629982,34.089184,34.629982,28.87183,21646630.0,PFE
